"","X","Season","Round","Date","Local.start.time","Venue","Attendance","Home.team","HQ1G","HQ1B","HQ2G","HQ2B","HQ3G","HQ3B","HQ4G","HQ4B","Home.score","Home.coach","Home.coach.DOB","Away.team","AQ1G","AQ1B","AQ2G","AQ2B","AQ3G","AQ3B","AQ4G","AQ4B","Away.score","Away.coach","Away.coach.DOB","First.name","Surname","ID","DOB","Height","Weight","Jumper.No.","Playing.for","Kicks","Marks","Handballs","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Time.on.Ground..","Substitute","Umpire.1","Umpire.2","Umpire.3","Umpire.4","year","month","day","pavO","pavD","pavM"
"1679",299821,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Cameron","Guthrie",11884,"19/08/1992",187,84,29,"Geelong",6,1,9,0,0,0,2,0,0,1,3,1,0,0,5,10,0,0,1,0,0,71,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,106,15,27
"1680",299822,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Lachie","Henderson",11637,"14/12/1989",196,98,25,"Geelong",5,2,3,0,0,0,1,2,0,0,1,0,0,0,3,5,1,0,6,0,0,96,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,105,114,3
"1681",299823,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Shane","Kersten",12287,"15/03/1993",191,93,39,"Geelong",8,5,6,3,1,0,2,0,5,0,3,0,2,0,4,11,1,3,1,0,1,80,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,114,1,79
"1682",299824,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Jake","Kolodjashnij",12370,"9/08/1995",193,93,8,"Geelong",2,0,2,0,0,1,3,1,0,1,0,0,0,0,1,3,0,0,0,0,0,84,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,105.25,19.3333333333333,30.5
"1683",299825,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Darcy","Lang",12286,"21/11/1995",183,81,11,"Geelong",6,2,5,1,0,1,0,0,4,0,1,1,1,0,2,9,0,0,1,0,1,72,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,112.25,13.3333333333333,61.5
"1684",299826,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Tom","Lonergan",4110,"17/05/1984",197,95,13,"Geelong",4,2,5,0,0,0,0,3,2,0,0,1,0,0,4,5,0,0,1,0,1,84,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,111,76,31
"1685",299827,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Andrew","Mackie",3958,"7/08/1984",193,82,4,"Geelong",12,6,6,0,0,0,1,2,1,0,1,1,0,0,3,14,1,0,0,0,0,87,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,107,48,19
"1686",299828,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Lincoln","McCarthy",12090,"22/10/1993",178,82,6,"Geelong",2,1,6,0,1,0,4,0,1,1,2,0,2,0,4,4,0,1,1,0,1,78,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,108,5,45
"1687",299829,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Daniel","Menzel",11873,"13/09/1991",190,90,10,"Geelong",13,6,1,4,1,0,0,0,6,0,3,0,0,0,8,7,3,2,1,0,1,88,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,116,10,90
"1688",299830,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Steven","Motlop",11818,"12/03/1991",185,85,32,"Geelong",13,4,2,1,1,0,1,1,5,1,2,0,2,0,3,12,0,1,1,4,1,82,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,112,28,96
"1689",299831,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Jordan","Murdoch",12099,"23/03/1992",190,87,21,"Geelong",6,2,2,0,1,0,2,0,2,1,1,0,0,0,3,5,0,0,0,2,0,76,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,107,2,56
"1690",299832,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Tom","Ruggles",12425,"25/04/1992",186,86,36,"Geelong",10,3,8,0,0,0,2,2,1,1,1,2,0,0,9,10,0,0,1,0,0,69,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,108,59,43
"1691",299833,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Joel","Selwood",11538,"26/05/1988",183,84,14,"Geelong",17,8,21,0,1,0,5,2,2,8,3,3,3,2,17,21,1,0,1,0,0,79,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,107,60,205
"1692",299834,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Zac","Smith",11909,"22/02/1990",206,105,9,"Geelong",11,2,6,0,1,17,3,2,3,3,3,3,2,0,8,11,0,1,3,0,1,81,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,117.25,64.6666666666667,140.5
"1693",299835,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Rhys","Stanley",11847,"1/12/1990",200,100,1,"Geelong",3,0,3,0,0,9,1,0,1,2,5,0,4,0,3,3,0,0,2,0,0,83,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,104.25,10,67.5
"1694",299836,2016,"12","2016-06-11",1925,"Docklands",44025,"Geelong",4,4,5,9,12,11,15,15,105,"Chris Scott","3/05/1976","North Melbourne",4,0,8,1,11,2,12,2,74,"Brad Scott","3/05/1976","Harry","Taylor",11643,"12/06/1986",195,94,7,"Geelong",14,11,7,0,0,0,3,4,2,0,1,0,1,0,5,15,3,0,2,2,0,95,0,"Chris Donlon","Matt Stevic","Andrew Stephens","",2016,6,11,106,113,38
"1695",299881,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Jimmy","Bartel",1106,"4/12/1983",187,87,3,"Geelong",10,3,6,0,1,0,5,1,2,1,5,0,1,0,10,4,1,1,2,0,0,89,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,62,41,64
"1696",299882,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Mark","Blicavs",12153,"28/03/1991",198,100,46,"Geelong",6,1,9,0,0,11,4,1,0,3,3,0,2,0,11,5,1,0,4,0,0,89,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,60.75,57.6666666666667,86.5
"1697",299883,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Mitch","Clark",4146,"19/10/1987",200,103,19,"Geelong",3,3,7,0,0,5,3,0,0,1,5,0,2,0,6,4,1,0,1,0,0,76,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,59.25,7.66666666666667,34.5
"1698",299884,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Nakia","Cockatoo",12319,"23/10/1996",186,89,5,"Geelong",9,4,5,1,0,0,5,1,6,1,4,1,2,0,9,7,1,2,2,1,0,60,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,67,38,124
"1699",299885,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Patrick","Dangerfield",11700,"5/04/1990",189,92,35,"Geelong",22,6,12,1,1,0,4,2,10,7,2,8,0,1,16,19,2,1,1,0,0,84,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,79,70,310
"1700",299886,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Mitch","Duncan",11798,"10/06/1991",188,88,22,"Geelong",13,3,11,0,0,0,7,2,8,3,1,1,1,0,7,15,0,0,1,0,3,78,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,77,55,201
"1701",299887,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Corey","Enright",621,"14/09/1981",187,90,44,"Geelong",11,5,8,1,1,0,2,1,3,1,3,1,2,0,5,14,0,1,5,0,1,83,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,66,79,70
"1702",299888,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Cameron","Guthrie",11884,"19/08/1992",187,84,29,"Geelong",7,3,8,0,0,1,1,0,1,1,1,0,0,0,3,12,0,0,0,1,0,70,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,61.25,2.33333333333333,39.5
"1703",299889,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Tom","Hawkins",11548,"21/07/1988",198,110,26,"Geelong",5,2,3,2,0,0,3,0,2,0,2,2,1,0,6,2,1,2,3,0,0,85,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,65,32,40
"1704",299890,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Lachie","Henderson",11637,"14/12/1989",196,98,25,"Geelong",5,4,5,0,0,0,3,0,2,0,4,0,1,0,5,5,1,0,3,1,0,93,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,61,38,38
"1705",299891,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Jake","Kolodjashnij",12370,"9/08/1995",193,93,8,"Geelong",4,1,5,0,0,0,5,1,1,0,0,1,0,0,4,6,0,0,4,0,0,74,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,62,71,31
"1706",299892,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Darcy","Lang",12286,"21/11/1995",183,81,11,"Geelong",5,2,3,0,0,0,1,0,0,1,2,1,1,0,4,4,0,0,0,0,0,85,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,60,2,23
"1707",299893,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Tom","Lonergan",4110,"17/05/1984",197,95,13,"Geelong",6,2,7,0,0,0,0,3,1,0,2,0,1,0,4,9,0,0,4,0,0,88,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,60,108,14
"1708",299894,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Andrew","Mackie",3958,"7/08/1984",193,82,4,"Geelong",19,5,9,0,0,0,6,5,2,1,4,2,1,0,12,16,0,0,1,0,0,87,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,63,119,69
"1709",299895,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Lincoln","McCarthy",12090,"22/10/1993",178,82,6,"Geelong",3,2,4,0,0,0,5,0,1,0,4,0,3,0,2,6,1,0,1,0,0,70,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,58,8,27
"1710",299896,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Daniel","Menzel",11873,"13/09/1991",190,90,10,"Geelong",5,3,6,2,0,0,1,0,0,0,0,1,0,0,6,5,1,1,0,0,0,86,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,62,1,4
"1711",299897,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Steven","Motlop",11818,"12/03/1991",185,85,32,"Geelong",10,3,7,0,0,0,4,1,4,1,5,0,1,0,4,13,0,0,1,0,0,84,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,63,33,91
"1712",299898,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Jordan","Murdoch",12099,"23/03/1992",190,87,21,"Geelong",9,6,4,1,0,0,1,1,1,1,1,1,0,0,4,9,0,1,1,0,0,78,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,63,36,39
"1713",299899,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Tom","Ruggles",12425,"25/04/1992",186,86,36,"Geelong",8,2,6,0,0,0,3,0,1,0,1,1,0,0,6,7,0,0,1,0,0,76,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,62,16,25
"1714",299900,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Joel","Selwood",11538,"26/05/1988",183,84,14,"Geelong",16,4,7,0,1,0,6,1,4,10,3,2,2,0,14,10,0,1,4,0,0,84,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,65,68,278
"1715",299901,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Zac","Smith",11909,"22/02/1990",206,105,9,"Geelong",8,3,6,1,0,16,4,0,2,2,3,1,2,0,7,6,1,2,3,0,0,80,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,67,18.3333333333333,105
"1716",299902,2016,"16","2016-07-08",1950,"Kardinia Park",24339,"Geelong",3,1,5,1,7,4,9,6,60,"Chris Scott","3/05/1976","Sydney",4,2,7,4,11,7,15,8,98,"John Longmire","31/12/1970","Harry","Taylor",11643,"12/06/1986",195,94,7,"Geelong",9,6,6,0,0,0,2,2,1,0,2,1,0,0,8,6,1,0,6,0,1,100,0,"Brendan Hosking","Simon Meredith","Shane McInerney","",2016,7,8,65,120,22
"1717",299925,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Jimmy","Bartel",1106,"4/12/1983",187,87,3,"Geelong",15,3,19,0,0,0,5,1,8,9,4,4,0,0,17,15,0,0,2,0,1,86,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,100,55,319
"1718",299926,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Jed","Bews",12278,"14/12/1993",184,88,24,"Geelong",7,5,7,0,0,0,2,1,1,0,1,0,1,0,6,7,0,0,6,0,0,89,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,85,95,20
"1719",299927,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Mark","Blicavs",12153,"28/03/1991",198,100,46,"Geelong",7,5,14,0,0,12,4,3,1,3,4,0,2,0,12,9,1,0,3,0,0,73,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,87,89,103
"1720",299928,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Nakia","Cockatoo",12319,"23/10/1996",186,89,5,"Geelong",6,2,5,1,1,0,3,1,2,0,0,1,0,0,2,9,0,2,2,0,1,78,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,93,40,40
"1721",299929,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Josh","Cowan",11962,"16/03/1991",184,79,18,"Geelong",6,4,6,0,0,0,6,1,3,1,0,0,0,0,4,8,1,0,4,0,0,75,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,88,72,83
"1722",299930,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Patrick","Dangerfield",11700,"5/04/1990",189,92,35,"Geelong",16,3,20,0,1,0,6,2,4,6,4,2,2,1,17,18,1,0,2,0,0,84,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,89,67,198
"1723",299931,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Mitch","Duncan",11798,"10/06/1991",188,88,22,"Geelong",12,3,9,0,0,1,5,0,3,1,4,0,0,0,8,13,0,0,3,1,0,80,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,88.25,38.3333333333333,81.5
"1724",299932,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Corey","Enright",621,"14/09/1981",187,90,44,"Geelong",21,6,10,0,0,0,2,8,1,3,5,0,1,3,10,18,0,0,4,0,0,86,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,85,212,80
"1725",299933,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Cameron","Guthrie",11884,"19/08/1992",187,84,29,"Geelong",9,1,16,1,1,0,7,1,2,2,3,0,1,0,11,12,0,0,1,0,0,74,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,86,31,90
"1726",299934,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Tom","Hawkins",11548,"21/07/1988",198,110,26,"Geelong",9,5,3,4,1,0,6,0,1,0,0,0,0,0,7,4,2,4,3,0,0,85,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,90,25,33
"1727",299935,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Shane","Kersten",12287,"15/03/1993",191,93,39,"Geelong",5,3,9,0,0,0,3,0,2,0,2,0,1,0,3,11,0,0,4,0,2,84,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,92,49,38
"1728",299936,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Jake","Kolodjashnij",12370,"9/08/1995",193,93,8,"Geelong",7,4,4,0,0,0,3,0,1,0,0,1,0,0,6,7,1,0,5,0,0,83,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,87,66,25
"1729",299937,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Tom","Lonergan",4110,"17/05/1984",197,95,13,"Geelong",5,2,3,0,0,0,4,3,0,0,0,0,0,0,1,7,0,0,7,0,1,80,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,88,146,12
"1730",299938,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Andrew","Mackie",3958,"7/08/1984",193,82,4,"Geelong",10,2,6,0,0,0,3,2,1,1,4,0,1,0,5,10,0,0,3,0,0,89,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,85,76,43
"1731",299939,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Lincoln","McCarthy",12090,"22/10/1993",178,82,6,"Geelong",8,2,2,1,0,0,3,0,1,1,3,1,1,0,3,6,0,1,0,0,1,76,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,90,-2,44
"1732",299940,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Sam","Menegola",12464,"7/03/1992",188,88,27,"Geelong",12,5,14,0,0,0,5,0,6,5,2,1,0,0,14,12,1,0,1,0,1,67,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,95,19,206
"1733",299941,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Daniel","Menzel",11873,"13/09/1991",190,90,10,"Geelong",10,5,7,4,1,0,3,1,3,0,3,1,0,0,9,9,2,1,2,0,0,86,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,90,47,55
"1734",299942,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Steven","Motlop",11818,"12/03/1991",185,85,32,"Geelong",17,2,7,0,2,0,7,1,5,1,7,0,1,0,7,15,0,0,1,0,1,86,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,92,32,115
"1735",299943,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Tom","Ruggles",12425,"25/04/1992",186,86,36,"Geelong",10,5,5,0,0,0,1,4,2,0,3,1,2,0,1,14,0,0,4,0,0,80,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,86,131,32
"1736",299944,2016,"18","2016-07-23",1925,"Kardinia Park",21127,"Geelong",4,2,5,6,10,9,12,13,85,"Chris Scott","3/05/1976","Adelaide",3,2,5,5,5,10,7,13,55,"Don Pyke","5/12/1968","Joel","Selwood",11538,"26/05/1988",183,84,14,"Geelong",19,3,15,0,0,0,4,1,6,5,6,3,3,2,18,16,0,0,2,0,0,79,0,"Jordan Bannister","Mathew Nicholls","Shaun Ryan","",2016,7,23,91,47,202
